text,sentiment,contains_unusual,tokens
the roast beef sandwich tasted really good,1,False,"['roast', 'beef', 'sandwich', 'tasted', 'really', 'good']"
same evening him and i are both drastically sick,0,False,"['evening', 'drastically', 'sick']"
highquality chicken on the chicken caesar salad,1,False,"['highquality', 'chicken', 'chicken', 'caesar', 'salad']"
ordered burger rare came in well done,0,False,"['ordered', 'burger', 'rare', 'came', 'well', 'done']"
we were promptly greeted and seated,1,False,"['promptly', 'greeted', 'seated']"
tried to go here for lunch and it was a madhouse,0,False,"['tried', 'go', 'lunch', 'madhouse']"
i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,1,False,"['proven', 'dead', 'wrong', 'sushi', 'bar', 'quality', 'great', 'service', 'fast', 'food', 'impeccable']"
after waiting an hour and being seated i was not in the greatest of moods,0,False,"['waiting', 'hour', 'seated', 'greatest', 'moods']"
this is a good joint,1,False,"['good', 'joint']"
the macarons here are insanely good,1,False,"['macarons', 'insanely', 'good']"
im not eating here,0,False,"['im', 'eating']"
our waiter was very attentive friendly and informative,1,False,"['waiter', 'attentive', 'friendly', 'informative']"
maybe if they werent cold they would have been somewhat edible,0,False,"['maybe', 'werent', 'cold', 'would', 'somewhat', 'edible']"
this place has a lot of promise but fails to deliver,0,False,"['place', 'lot', 'promise', 'fails', 'deliver']"
very bad experience,0,False,"['bad', 'experience']"
what a mistake,0,False,['mistake']
food was average at best,0,False,"['food', 'average', 'best']"
great food,1,False,"['great', 'food']"
we wont be going back anytime soon,0,False,"['wont', 'going', 'back', 'anytime', 'soon']"
very very disappointed ordered the 35 big bay plater,0,False,"['disappointed', 'ordered', '35', 'big', 'bay', 'plater']"
great place to relax and have an awesome burger and beer,1,False,"['great', 'place', 'relax', 'awesome', 'burger', 'beer']"
it is perfect for a sitdown family meal or get together with a few friends,1,False,"['perfect', 'sitdown', 'family', 'meal', 'get', 'together', 'friends']"
not much flavor to them and very poorly constructed,0,False,"['much', 'flavor', 'poorly', 'constructed']"
the patio seating was very comfortable,1,False,"['patio', 'seating', 'comfortable']"
the fried rice was dry as well,0,False,"['fried', 'rice', 'dry', 'well']"
hands down my favorite italian restaurant,1,False,"['hands', 'favorite', 'italian', 'restaurant']"
that just screams legit in my booksomethats also pretty rare here in vegas,1,False,"['screams', 'legit', 'booksomethats', 'also', 'pretty', 'rare', 'vegas']"
it was just not a fun experience,1,False,"['fun', 'experience']"
the atmosphere was great with a lovely duo of violinists playing songs we requested,1,False,"['atmosphere', 'great', 'lovely', 'duo', 'violinists', 'playing', 'songs', 'requested']"
i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,1,False,"['personally', 'love', 'hummus', 'pita', 'baklava', 'falafels', 'baba', 'ganoush', 'amazing', 'eggplant']"
very convenient since we were staying at the mgm,1,False,"['convenient', 'since', 'staying', 'mgm']"
the owners are super friendly and the staff is courteous,1,False,"['owners', 'super', 'friendly', 'staff', 'courteous']"
both great,1,False,['great']
eclectic selection,1,False,"['eclectic', 'selection']"
the sweet potato tots were good but the onion rings were perfection or as close as i have had,1,False,"['sweet', 'potato', 'tots', 'good', 'onion', 'rings', 'perfection', 'close']"
the staff was very attentive,1,False,"['staff', 'attentive']"
and the chef was generous with his time even came around twice so we can take pictures with him,1,False,"['chef', 'generous', 'time', 'even', 'came', 'around', 'twice', 'take', 'pictures']"
the owner used to work at nobu so this place is really similar for half the price,1,False,"['owner', 'used', 'work', 'nobu', 'place', 'really', 'similar', 'half', 'price']"
google mediocre and i imagine smashburger will pop up,0,False,"['google', 'mediocre', 'imagine', 'smashburger', 'pop']"
dont go here,0,False,"['dont', 'go']"
i promise they wont disappoint,1,False,"['promise', 'wont', 'disappoint']"
as a sushi lover avoid this place by all means,0,False,"['sushi', 'lover', 'avoid', 'place', 'means']"
what a great double cheeseburger,1,False,"['great', 'double', 'cheeseburger']"
awesome service and food,1,False,"['awesome', 'service', 'food']"
a fantastic neighborhood gem ,1,False,"['fantastic', 'neighborhood', 'gem']"
i cant wait to go back,1,False,"['cant', 'wait', 'go', 'back']"
the plantains were the worst ive ever tasted,0,False,"['plantains', 'worst', 'ive', 'ever', 'tasted']"
its a great place and i highly recommend it,1,False,"['great', 'place', 'highly', 'recommend']"
service was slow and not attentive,0,False,"['service', 'slow', 'attentive']"
i gave it 5 stars then and im giving it 5 stars now,1,False,"['gave', '5', 'stars', 'im', 'giving', '5', 'stars']"
your staff spends more time talking to themselves than me,0,False,"['staff', 'spends', 'time', 'talking']"
dessert panna cotta was amazing,1,False,"['dessert', 'panna', 'cotta', 'amazing']"
very good food great atmosphere1,1,False,"['good', 'food', 'great', 'atmosphere1']"
damn good steak,1,False,"['damn', 'good', 'steak']"
total brunch fail,0,False,"['total', 'brunch', 'fail']"
prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,1,False,"['prices', 'reasonable', 'flavors', 'spot', 'sauce', 'home', 'made', 'slaw', 'drenched', 'mayo']"
the decor is nice and the piano music soundtrack is pleasant,1,False,"['decor', 'nice', 'piano', 'music', 'soundtrack', 'pleasant']"
the steak was amazingrge fillet relleno was the best seafood plate i have ever had,1,False,"['steak', 'amazingrge', 'fillet', 'relleno', 'best', 'seafood', 'plate', 'ever']"
good food  good service ,1,False,"['good', 'food', 'good', 'service']"
it was absolutely amazing,1,False,"['absolutely', 'amazing']"
i probably wont be back to be honest,0,False,"['probably', 'wont', 'back', 'honest']"
will definitely be back,1,False,"['definitely', 'back']"
the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,1,False,"['sergeant', 'pepper', 'beef', 'sandwich', 'auju', 'sauce', 'excellent', 'sandwich', 'well']"
hawaiian breeze mango magic and pineapple delight are the smoothies that ive tried so far and theyre all good,1,False,"['hawaiian', 'breeze', 'mango', 'magic', 'pineapple', 'delight', 'smoothies', 'ive', 'tried', 'far', 'theyre', 'good']"
went for lunch  service was slow,0,False,"['went', 'lunch', 'service', 'slow']"
we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,0,False,"['much', 'say', 'place', 'walked', 'expected', 'amazing', 'quickly', 'disappointed']"
i was mortified,0,False,['mortified']
needless to say we will never be back here again,0,False,"['needless', 'say', 'never', 'back']"
anyways the food was definitely not filling at all and for the price you pay you should expect more,0,False,"['anyways', 'food', 'definitely', 'filling', 'price', 'pay', 'expect']"
the chips that came out were dripping with grease and mostly not edible,0,False,"['chips', 'came', 'dripping', 'grease', 'mostly', 'edible']"
i wasnt really impressed with strip steak,0,False,"['wasnt', 'really', 'impressed', 'strip', 'steak']"
have been going since 2007 and every meal has been awesome,1,False,"['going', 'since', '2007', 'every', 'meal', 'awesome']"
our server was very nice and attentive as were the other serving staff,1,False,"['server', 'nice', 'attentive', 'serving', 'staff']"
the cashier was friendly and even brought the food out to me,1,False,"['cashier', 'friendly', 'even', 'brought', 'food']"
i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,0,False,"['work', 'hospitality', 'industry', 'paradise', 'valley', 'refrained', 'recommending', 'cibo', 'longer']"
the atmosphere here is fun,1,False,"['atmosphere', 'fun']"
would not recommend to others,0,False,"['would', 'recommend', 'others']"
service is quick and even to go orders are just like we like it,1,False,"['service', 'quick', 'even', 'go', 'orders', 'like', 'like']"
i mean really how do you get so famous for your fish and chips when its so terrible,0,False,"['mean', 'really', 'get', 'famous', 'fish', 'chips', 'terrible']"
that said our mouths and bellies were still quite pleased,1,False,"['said', 'mouths', 'bellies', 'still', 'quite', 'pleased']"
not my thing,0,False,['thing']
2 thumbs up,1,False,"['2', 'thumbs']"
if you are reading this please dont go there,0,False,"['reading', 'please', 'dont', 'go']"
i loved the grilled pizza reminded me of legit italian pizza,1,False,"['loved', 'grilled', 'pizza', 'reminded', 'legit', 'italian', 'pizza']"
only pros  large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,1,False,"['pros', 'large', 'seating', 'area', 'nice', 'bar', 'area', 'great', 'simple', 'drink', 'menu', 'best', 'brick', 'oven', 'pizza', 'homemade', 'dough']"
they have a really nice atmosphere,1,False,"['really', 'nice', 'atmosphere']"
tonight i had the elk filet specialand it sucked,0,False,"['tonight', 'elk', 'filet', 'specialand', 'sucked']"
after one bite i was hooked,1,False,"['one', 'bite', 'hooked']"
we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,0,False,"['ordered', 'old', 'classics', 'new', 'dishes', 'going', 'times', 'sorely', 'disappointed', 'everything']"
cute quaint simple honest,1,False,"['cute', 'quaint', 'simple', 'honest']"
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,1,False,"['chicken', 'deliciously', 'seasoned', 'perfect', 'fry', 'outside', 'moist', 'chicken', 'inside']"
the food was great as always compliments to the chef,1,False,"['food', 'great', 'always', 'compliments', 'chef']"
special thanks to dylan t for the recommendation on what to order  all yummy for my tummy,1,False,"['special', 'thanks', 'dylan', 'recommendation', 'order', 'yummy', 'tummy']"
awesome selection of beer,1,False,"['awesome', 'selection', 'beer']"
great food and awesome service,1,False,"['great', 'food', 'awesome', 'service']"
one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didnt expect more tip than that,1,False,"['one', 'nice', 'thing', 'added', 'gratuity', 'bill', 'since', 'party', 'larger', '6', '8', 'didnt', 'expect', 'tip']"
a fly was in my apple juice a fly,0,False,"['fly', 'apple', 'juice', 'fly']"
the han nan chicken was also very tasty,1,False,"['han', 'nan', 'chicken', 'also', 'tasty']"
as for the service i thought it was good,1,False,"['service', 'thought', 'good']"
the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,0,False,"['food', 'barely', 'lukewarm', 'must', 'sitting', 'waiting', 'server', 'bring', 'us']"
ryans bar is definitely one edinburgh establishment i wont be revisiting,0,False,"['ryans', 'bar', 'definitely', 'one', 'edinburgh', 'establishment', 'wont', 'revisiting']"
nicest chinese restaurant ive been in a while,1,False,"['nicest', 'chinese', 'restaurant', 'ive']"
overall i like there food and the service,1,False,"['overall', 'like', 'food', 'service']"
they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,1,False,"['also', 'serve', 'indian', 'naan', 'bread', 'hummus', 'spicy', 'pine', 'nut', 'sauce', 'world']"
probably never coming back and wouldnt recommend it,0,False,"['probably', 'never', 'coming', 'back', 'wouldnt', 'recommend']"
friends pasta  also bad he barely touched it,0,False,"['friends', 'pasta', 'also', 'bad', 'barely', 'touched']"
try them in the airport to experience some tasty food and speedy friendly service,1,False,"['try', 'airport', 'experience', 'tasty', 'food', 'speedy', 'friendly', 'service']"
i love the decor with the chinese calligraphy wall paper,1,False,"['love', 'decor', 'chinese', 'calligraphy', 'wall', 'paper']"
never had anything to complain about here,1,False,"['never', 'anything', 'complain']"
the restaurant is very clean and has a family restaurant feel to it,1,False,"['restaurant', 'clean', 'family', 'restaurant', 'feel']"
it was way over fried,0,False,"['way', 'fried']"
im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,0,False,"['im', 'sure', 'long', 'stood', 'long', 'enough', 'begin', 'feel', 'awkwardly', 'place']"
when i opened the sandwich i was impressed but not in a good way,0,False,"['opened', 'sandwich', 'impressed', 'good', 'way']"
will not be back,0,False,['back']
there was a warm feeling with the service and i felt like their guest for a special treat,1,False,"['warm', 'feeling', 'service', 'felt', 'like', 'guest', 'special', 'treat']"
an extensive menu provides lots of options for breakfast,1,False,"['extensive', 'menu', 'provides', 'lots', 'options', 'breakfast']"
i always order from the vegetarian menu during dinner which has a wide array of options to choose from,1,False,"['always', 'order', 'vegetarian', 'menu', 'dinner', 'wide', 'array', 'options', 'choose']"
i have watched their prices inflate portions get smaller and management attitudes grow rapidly,0,False,"['watched', 'prices', 'inflate', 'portions', 'get', 'smaller', 'management', 'attitudes', 'grow', 'rapidly']"
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,1,False,"['wonderful', 'lil', 'tapas', 'ambience', 'made', 'feel', 'warm', 'fuzzy', 'inside']"
i got to enjoy the seafood salad with a fabulous vinegrette,1,False,"['got', 'enjoy', 'seafood', 'salad', 'fabulous', 'vinegrette']"
the wontons were thin not thick and chewy almost melt in your mouth,1,False,"['wontons', 'thin', 'thick', 'chewy', 'almost', 'melt', 'mouth']"
level 5 spicy was perfect where spice didnt overwhelm the soup,1,False,"['level', '5', 'spicy', 'perfect', 'spice', 'didnt', 'overwhelm', 'soup']"
we were sat right on time and our server from the get go was fantastic,1,False,"['sat', 'right', 'time', 'server', 'get', 'go', 'fantastic']"
main thing i didnt enjoy is that the crowd is of older crowd around mid 30s and up,0,False,"['main', 'thing', 'didnt', 'enjoy', 'crowd', 'older', 'crowd', 'around', 'mid', '30s']"
when im on this side of town this will definitely be a spot ill hit up again,1,False,"['im', 'side', 'town', 'definitely', 'spot', 'ill', 'hit']"
i had to wait over 30 minutes to get my drink and longer to get 2 arepas,0,False,"['wait', '30', 'minutes', 'get', 'drink', 'longer', 'get', '2', 'arepas']"
this is a great place to eat,1,False,"['great', 'place', 'eat']"
the jalapeno bacon is soooo good,1,False,"['jalapeno', 'bacon', 'soooo', 'good']"
the service was poor and thats being nice,0,False,"['service', 'poor', 'thats', 'nice']"
food was good service was good prices were good,1,False,"['food', 'good', 'service', 'good', 'prices', 'good']"
the place was not clean and the food oh so stale,0,False,"['place', 'clean', 'food', 'oh', 'stale']"
the chicken dishes are ok the beef is like shoe leather,0,False,"['chicken', 'dishes', 'ok', 'beef', 'like', 'shoe', 'leather']"
but the service was beyond bad,0,False,"['service', 'beyond', 'bad']"
im so happy to be here,1,False,"['im', 'happy']"
tasted like dirt,0,False,"['tasted', 'like', 'dirt']"
one of the few places in phoenix that i would definately go back to again ,1,False,"['one', 'places', 'phoenix', 'would', 'definately', 'go', 'back']"
the block was amazing,1,False,"['block', 'amazing']"
its close to my house its lowkey nonfancy affordable prices good food,1,False,"['close', 'house', 'lowkey', 'nonfancy', 'affordable', 'prices', 'good', 'food']"
 both the hot  sour  the egg flower soups were absolutely 5 stars,1,False,"['hot', 'sour', 'egg', 'flower', 'soups', 'absolutely', '5', 'stars']"
my sashimi was poor quality being soggy and tasteless,0,False,"['sashimi', 'poor', 'quality', 'soggy', 'tasteless']"
great time  family dinner on a sunday night,1,False,"['great', 'time', 'family', 'dinner', 'sunday', 'night']"
the food is not tasty at all not to say its real traditional hunan style,0,False,"['food', 'tasty', 'say', 'real', 'traditional', 'hunan', 'style']"
what did bother me was the slow service,0,False,"['bother', 'slow', 'service']"
the flair bartenders are absolutely amazing,1,False,"['flair', 'bartenders', 'absolutely', 'amazing']"
their frozen margaritas are way too sugary for my taste,0,False,"['frozen', 'margaritas', 'way', 'sugary', 'taste']"
these were so good we ordered them twice,1,False,"['good', 'ordered', 'twice']"
so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer,0,False,"['nutshell', '1', 'restaraunt', 'smells', 'like', 'combination', 'dirty', 'fish', 'market', 'sewer']"
my girlfriends veal was very bad,0,False,"['girlfriends', 'veal', 'bad']"
unfortunately it was not good,0,False,"['unfortunately', 'good']"
i had a pretty satifying experience,1,False,"['pretty', 'satifying', 'experience']"
join the club and get awesome offers via email,1,False,"['join', 'club', 'get', 'awesome', 'offers', 'via', 'email']"
perfect for someone me who only likes beer ice cold or in this case even colder,1,False,"['perfect', 'someone', 'likes', 'beer', 'ice', 'cold', 'case', 'even', 'colder']"
bland and flavorless is a good way of describing the barely tepid meat,0,False,"['bland', 'flavorless', 'good', 'way', 'describing', 'barely', 'tepid', 'meat']"
the chains which im no fan of beat this place easily,0,False,"['chains', 'im', 'fan', 'beat', 'place', 'easily']"
the nachos are a must have,1,False,"['nachos', 'must']"
we will not be coming back,0,False,"['coming', 'back']"
i dont have very many words to say about this place but it does everything pretty well,1,False,"['dont', 'many', 'words', 'say', 'place', 'everything', 'pretty', 'well']"
the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,1,False,"['staff', 'super', 'nice', 'quick', 'even', 'crazy', 'crowds', 'downtown', 'juries', 'lawyers', 'court', 'staff']"
great atmosphere friendly and fast service,1,False,"['great', 'atmosphere', 'friendly', 'fast', 'service']"
when i received my pita it was huge it did have a lot of meat in it so thumbs up there,1,False,"['received', 'pita', 'huge', 'lot', 'meat', 'thumbs']"
once your food arrives its meh,0,False,"['food', 'arrives', 'meh']"
paying 785 for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not my idea of a good meal,0,False,"['paying', '785', 'hot', 'dog', 'fries', 'looks', 'like', 'came', 'kids', 'meal', 'wienerschnitzel', 'idea', 'good', 'meal']"
the classic maine lobster roll was fantastic,1,False,"['classic', 'maine', 'lobster', 'roll', 'fantastic']"
my brother in law who works at the mall ate here same day and guess what he was sick all night too,0,False,"['brother', 'law', 'works', 'mall', 'ate', 'day', 'guess', 'sick', 'night']"
so good i am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night,1,False,"['good', 'going', 'review', 'place', 'twice', 'hereas', 'tribute', 'place', 'tribute', 'event', 'held', 'last', 'night']"
the chips and salsa were really good the salsa was very fresh,1,False,"['chips', 'salsa', 'really', 'good', 'salsa', 'fresh']"
this place is great,1,False,"['place', 'great']"
mediocre food,0,False,"['mediocre', 'food']"
once you get inside youll be impressed with the place,1,False,"['get', 'inside', 'youll', 'impressed', 'place']"
im super pissd,0,False,"['im', 'super', 'pissd']"
and service was super friendly,1,False,"['service', 'super', 'friendly']"
why are these sad little vegetables so overcooked,0,False,"['sad', 'little', 'vegetables', 'overcooked']"
this place was such a nice surprise,1,False,"['place', 'nice', 'surprise']"
they were goldencrispy and delicious,1,False,"['goldencrispy', 'delicious']"
i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,0,False,"['high', 'hopes', 'place', 'since', 'burgers', 'cooked', 'charcoal', 'grill', 'unfortunately', 'taste', 'fell', 'flat', 'way', 'flat']"
i could eat their bruschetta all day it is devine,1,False,"['could', 'eat', 'bruschetta', 'day', 'devine']"
not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food,0,False,"['single', 'employee', 'came', 'see', 'ok', 'even', 'needed', 'water', 'refill', 'finally', 'served', 'us', 'food']"
lastly the mozzarella sticks they were the best thing we ordered,1,False,"['lastly', 'mozzarella', 'sticks', 'best', 'thing', 'ordered']"
the first time i ever came here i had an amazing experience i still tell people how awesome the duck was,1,False,"['first', 'time', 'ever', 'came', 'amazing', 'experience', 'still', 'tell', 'people', 'awesome', 'duck']"
the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place,0,False,"['server', 'negligent', 'needs', 'made', 'us', 'feel', 'unwelcome', 'would', 'suggest', 'place']"
the service was terrible though,0,False,"['service', 'terrible', 'though']"
this place is overpriced not consistent with their boba and it really is overpriced,0,False,"['place', 'overpriced', 'consistent', 'boba', 'really', 'overpriced']"
it was packed,0,False,['packed']
i love this place,1,False,"['love', 'place']"
i can say that the desserts were yummy,1,False,"['say', 'desserts', 'yummy']"
the food was terrible,0,False,"['food', 'terrible']"
the seasonal fruit was fresh white peach puree,1,False,"['seasonal', 'fruit', 'fresh', 'white', 'peach', 'puree']"
it kept getting worse and worse so now im officially done,0,False,"['kept', 'getting', 'worse', 'worse', 'im', 'officially', 'done']"
this place should honestly be blown up,0,False,"['place', 'honestly', 'blown']"
but i definitely would not eat here again,0,False,"['definitely', 'would', 'eat']"
do not waste your money here,0,False,"['waste', 'money']"
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,1,False,"['love', 'put', 'food', 'nice', 'plastic', 'containers', 'opposed', 'cramming', 'little', 'paper', 'takeout', 'boxes']"
the crêpe was delicate and thin and moist,1,True,"['crêpe', 'delicate', 'thin', 'moist']"
awful service,0,False,"['awful', 'service']"
wont ever go here again,0,False,"['wont', 'ever', 'go']"
food quality has been horrible,0,False,"['food', 'quality', 'horrible']"
for that price i can think of a few place i would have much rather gone,0,False,"['price', 'think', 'place', 'would', 'much', 'rather', 'gone']"
the service here is fair at best,0,False,"['service', 'fair', 'best']"
i do love sushi but i found kabuki to be overpriced overhip and underservices,0,False,"['love', 'sushi', 'found', 'kabuki', 'overpriced', 'overhip', 'underservices']"
do yourself a favor and stay away from this dish,0,False,"['favor', 'stay', 'away', 'dish']"
very poor service,0,False,"['poor', 'service']"
no one at the table thought the food was above average or worth the wait that we had for it,0,False,"['one', 'table', 'thought', 'food', 'average', 'worth', 'wait']"
best service and food ever maria our server was so good and friendly she made our day,1,False,"['best', 'service', 'food', 'ever', 'maria', 'server', 'good', 'friendly', 'made', 'day']"
they were excellent,1,False,['excellent']
i paid the bill but did not tip because i felt the server did a terrible job,0,False,"['paid', 'bill', 'tip', 'felt', 'server', 'terrible', 'job']"
just had lunch here and had a great experience,1,False,"['lunch', 'great', 'experience']"
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,0,False,"['never', 'bland', 'food', 'surprised', 'considering', 'article', 'read', 'focused', 'much', 'spices', 'flavor']"
food is way overpriced and portions are fucking small,0,False,"['food', 'way', 'overpriced', 'portions', 'fucking', 'small']"
i recently tried caballeros and i have been back every week since,1,False,"['recently', 'tried', 'caballeros', 'back', 'every', 'week', 'since']"
for 40 bucks a head i really expect better food,0,False,"['40', 'bucks', 'head', 'really', 'expect', 'better', 'food']"
the food came out at a good pace,1,False,"['food', 'came', 'good', 'pace']"
i ate there twice on my last visit and especially enjoyed the salmon salad,1,False,"['ate', 'twice', 'last', 'visit', 'especially', 'enjoyed', 'salmon', 'salad']"
i wont be back,0,False,"['wont', 'back']"
we could not believe how dirty the oysters were,0,False,"['could', 'believe', 'dirty', 'oysters']"
this place deserves no stars,0,False,"['place', 'deserves', 'stars']"
i would not recommend this place,0,False,"['would', 'recommend', 'place']"
in fact im going to round up to 4 stars just because she was so awesome,1,False,"['fact', 'im', 'going', 'round', '4', 'stars', 'awesome']"
to my disbelief each dish qualified as the worst version of these foods i have ever tasted,0,False,"['disbelief', 'dish', 'qualified', 'worst', 'version', 'foods', 'ever', 'tasted']"
bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,0,False,"['bad', 'day', 'low', 'tolerance', 'rude', 'customer', 'service', 'people', 'job', 'nice', 'polite', 'wash', 'dishes', 'otherwise']"
the potatoes were great and so was the biscuit,1,False,"['potatoes', 'great', 'biscuit']"
i probably would not go here again,0,False,"['probably', 'would', 'go']"
so flavorful and has just the perfect amount of heat,1,False,"['flavorful', 'perfect', 'amount', 'heat']"
the price is reasonable and the service is great,1,False,"['price', 'reasonable', 'service', 'great']"
the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,0,False,"['wife', 'hated', 'meal', 'coconut', 'shrimp', 'friends', 'really', 'enjoy', 'meals', 'either']"
my fella got the huevos rancheros and they didnt look too appealing,0,False,"['fella', 'got', 'huevos', 'rancheros', 'didnt', 'look', 'appealing']"
went in for happy hour great list of wines,1,False,"['went', 'happy', 'hour', 'great', 'list', 'wines']"
some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot,1,False,"['may', 'say', 'buffet', 'pricey', 'think', 'get', 'pay', 'place', 'getting', 'quite', 'lot']"
i probably wont be coming back here,0,False,"['probably', 'wont', 'coming', 'back']"
worst foodservice ive had in a while,0,False,"['worst', 'foodservice', 'ive']"
this place is pretty good nice little vibe in the restaurant,1,False,"['place', 'pretty', 'good', 'nice', 'little', 'vibe', 'restaurant']"
talk about great customer service of course we will be back,1,False,"['talk', 'great', 'customer', 'service', 'course', 'back']"
hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil,0,False,"['hot', 'dishes', 'hot', 'cold', 'dishes', 'close', 'room', 'tempi', 'watched', 'staff', 'prepare', 'food', 'bare', 'hands', 'gloveseverything', 'deep', 'fried', 'oil']"
i love their fries and their beans,1,False,"['love', 'fries', 'beans']"
always a pleasure dealing with him,1,False,"['always', 'pleasure', 'dealing']"
they have a plethora of salads and sandwiches and everything ive tried gets my seal of approval,1,False,"['plethora', 'salads', 'sandwiches', 'everything', 'ive', 'tried', 'gets', 'seal', 'approval']"
this place is awesome if you want something light and healthy during the summer,1,False,"['place', 'awesome', 'want', 'something', 'light', 'healthy', 'summer']"
for sushi on the strip this is the place to go,1,False,"['sushi', 'strip', 'place', 'go']"
the service was great even the manager came and helped with our table,1,False,"['service', 'great', 'even', 'manager', 'came', 'helped', 'table']"
the feel of the dining room was more college cooking course than high class dining and the service was slow at best,0,False,"['feel', 'dining', 'room', 'college', 'cooking', 'course', 'high', 'class', 'dining', 'service', 'slow', 'best']"
i started this review with two stars but im editing it to give it only one,0,False,"['started', 'review', 'two', 'stars', 'im', 'editing', 'give', 'one']"
this is the worst sushi i have ever eat besides costcos,0,False,"['worst', 'sushi', 'ever', 'eat', 'besides', 'costcos']"
all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting,1,False,"['excellent', 'restaurant', 'highlighted', 'great', 'service', 'unique', 'menu', 'beautiful', 'setting']"
my boyfriend and i sat at the bar and had a completely delightful experience,1,False,"['boyfriend', 'sat', 'bar', 'completely', 'delightful', 'experience']"
weird vibe from owners,0,False,"['weird', 'vibe', 'owners']"
there was hardly any meat,0,False,"['hardly', 'meat']"
ive had better bagels from the grocery store,0,False,"['ive', 'better', 'bagels', 'grocery', 'store']"
go to place for gyros,1,False,"['go', 'place', 'gyros']"
i love the ownerchef his one authentic japanese cool dude,1,False,"['love', 'ownerchef', 'one', 'authentic', 'japanese', 'cool', 'dude']"
now the burgers arent as good the pizza which used to be amazing is doughy and flavorless,0,False,"['burgers', 'arent', 'good', 'pizza', 'used', 'amazing', 'doughy', 'flavorless']"
i found a six inch long piece of wire in my salsa,0,False,"['found', 'six', 'inch', 'long', 'piece', 'wire', 'salsa']"
the service was terrible food was mediocre,0,False,"['service', 'terrible', 'food', 'mediocre']"
we definately enjoyed ourselves,1,False,"['definately', 'enjoyed']"
i ordered albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs,0,False,"['ordered', 'albondigas', 'soup', 'warm', 'tasted', 'like', 'tomato', 'soup', 'frozen', 'meatballs']"
on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate,0,False,"['three', 'different', 'occasions', 'asked', 'well', 'done', 'medium', 'well', 'three', 'times', 'got', 'bloodiest', 'piece', 'meat', 'plate']"
i had about two bites and refused to eat anymore,0,False,"['two', 'bites', 'refused', 'eat', 'anymore']"
the service was extremely slow,0,False,"['service', 'extremely', 'slow']"
after 20 minutes wait i got a table,0,False,"['20', 'minutes', 'wait', 'got', 'table']"
seriously killer hot chai latte,1,False,"['seriously', 'killer', 'hot', 'chai', 'latte']"
no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,0,False,"['allergy', 'warnings', 'menu', 'waitress', 'absolutely', 'clue', 'meals', 'contain', 'peanuts']"
my boyfriend tried the mediterranean chicken salad and fell in love,1,False,"['boyfriend', 'tried', 'mediterranean', 'chicken', 'salad', 'fell', 'love']"
their rotating beers on tap is also a highlight of this place,1,False,"['rotating', 'beers', 'tap', 'also', 'highlight', 'place']"
pricing is a bit of a concern at mellow mushroom,0,False,"['pricing', 'bit', 'concern', 'mellow', 'mushroom']"
worst thai ever,0,False,"['worst', 'thai', 'ever']"
if you stay in vegas you must get breakfast here at least once,1,False,"['stay', 'vegas', 'must', 'get', 'breakfast', 'least']"
i want to first say our server was great and we had perfect service,1,False,"['want', 'first', 'say', 'server', 'great', 'perfect', 'service']"
the pizza selections are good,1,False,"['pizza', 'selections', 'good']"
i had strawberry tea which was good,1,False,"['strawberry', 'tea', 'good']"
highly unprofessional and rude to a loyal patron,0,False,"['highly', 'unprofessional', 'rude', 'loyal', 'patron']"
overall a great experience,1,False,"['overall', 'great', 'experience']"
spend your money elsewhere,0,False,"['spend', 'money', 'elsewhere']"
